Hardware Time,Global Time\Signal,CAN1.EEC1.Engine_Speed,CAN1.EEC2.Accel_Pedal_Pos,CAN1.EBC1.Brake_Pedal_Pos,CAN1.CCVS1.Vehicle_Speed,CAN1.LFE.Engine_Fuel_Rate,CAN1.LFE.Engine_Inst_Fuel_Economy,CAN1.LFE.Engine_Avg_Fuel_Economy,Raw Data
52.884036,2026-08-31 04:05:22.002,0,,,,,,,CAN=52.884036 Rx 0 $0CF00400 D 8 FF FF FF 00 00 FF FF FF 
52.904107,2026-08-31 04:05:22.022,0,,,,,,,CAN=52.904107 Rx 0 $0CF00400 D 8 FF FF FF 00 00 FF FF FF 
52.914141,2026-08-31 04:05:22.032,,0,,,,,,CAN=52.914141 Rx 0 $0CF00200 D 8 FF 00 FF FF FF FF FF FF 
52.924179,2026-08-31 04:05:22.042,0,,,,,,,CAN=52.924179 Rx 0 $0CF00400 D 8 FF FF FF 00 00 FF FF FF 
52.944243,2026-08-31 04:05:22.062,0,,,,,,,CAN=52.944243 Rx 0 $0CF00400 D 8 FF FF FF 00 00 FF FF FF 
52.964306,2026-08-31 04:05:22.082,0,,,,,,,CAN=52.964306 Rx 0 $0CF00400 D 8 FF FF FF 00 00 FF FF FF 
52.964888,2026-08-31 04:05:22.082,,0,,,,,,CAN=52.964888 Rx 0 $0CF00200 D 8 FF 00 FF FF FF FF FF FF 
52.965478,2026-08-31 04:05:22.083,,,0,,,,,CAN=52.965478 Rx 0 $18F00100 D 8 FF 00 FF FF FF FF FF FF 
52.966068,2026-08-31 04:05:22.084,,,,0,,,,CAN=52.966068 Rx 0 $18FEF100 D 8 FF 00 00 FF FF FF FF FF 
52.966662,2026-08-31 04:05:22.084,,,,,0,0,0,CAN=52.966662 Rx 0 $18FEF200 D 8 00 00 00 00 00 00 FF FF 
52.984381,2026-08-31 04:05:22.102,0,,,,,,,CAN=52.984381 Rx 0 $0CF00400 D 8 FF FF FF 00 00 FF FF FF 
53.004441,2026-08-31 04:05:22.122,0,,,,,,,CAN=53.004441 Rx 0 $0CF00400 D 8 FF FF FF 00 00 FF FF FF 
53.014479,2026-08-31 04:05:22.132,,0,,,,,,CAN=53.014479 Rx 0 $0CF00200 D 8 FF 00 FF FF FF FF FF FF 
53.024512,2026-08-31 04:05:22.142,0,,,,,,,CAN=53.024512 Rx 0 $0CF00400 D 8 FF FF FF 00 00 FF FF FF 
53.044581,2026-08-31 04:05:22.162,0,,,,,,,CAN=53.044581 Rx 0 $0CF00400 D 8 FF FF FF 00 00 FF FF FF 
53.064649,2026-08-31 04:05:22.182,0,,,,,,,CAN=53.064649 Rx 0 $0CF00400 D 8 FF FF FF 00 00 FF FF FF 
53.065231,2026-08-31 04:05:22.183,,0,,,,,,CAN=53.065231 Rx 0 $0CF00200 D 8 FF 00 FF FF FF FF FF FF 
53.065821,2026-08-31 04:05:22.183,,,0,,,,,CAN=53.065821 Rx 0 $18F00100 D 8 FF 00 FF FF FF FF FF FF 
53.066411,2026-08-31 04:05:22.184,,,,0,,,,CAN=53.066411 Rx 0 $18FEF100 D 8 FF 00 00 FF FF FF FF FF 
53.067005,2026-08-31 04:05:22.185,,,,,0,0,0,CAN=53.067005 Rx 0 $18FEF200 D 8 00 00 00 00 00 00 FF FF 
53.084717,2026-08-31 04:05:22.202,0,,,,,,,CAN=53.084717 Rx 0 $0CF00400 D 8 FF FF FF 00 00 FF FF FF 
53.104784,2026-08-31 04:05:22.222,0,,,,,,,CAN=53.104784 Rx 0 $0CF00400 D 8 FF FF FF 00 00 FF FF FF 
53.114818,2026-08-31 04:05:22.232,,0,,,,,,CAN=53.114818 Rx 0 $0CF00200 D 8 FF 00 FF FF FF FF FF FF 
53.124851,2026-08-31 04:05:22.242,0,,,,,,,CAN=53.124851 Rx 0 $0CF00400 D 8 FF FF FF 00 00 FF FF FF 
53.144919,2026-08-31 04:05:22.262,0,,,,,,,CAN=53.144919 Rx 0 $0CF00400 D 8 FF FF FF 00 00 FF FF FF 
53.164992,2026-08-31 04:05:22.282,0,,,,,,,CAN=53.164992 Rx 0 $0CF00400 D 8 FF FF FF 00 00 FF FF FF 
53.165574,2026-08-31 04:05:22.283,,0,,,,,,CAN=53.165574 Rx 0 $0CF00200 D 8 FF 00 FF FF FF FF FF FF 
53.166164,2026-08-31 04:05:22.284,,,0,,,,,CAN=53.166164 Rx 0 $18F00100 D 8 FF 00 FF FF FF FF FF FF 
53.166753,2026-08-31 04:05:22.284,,,,0,,,,CAN=53.166753 Rx 0 $18FEF100 D 8 FF 00 00 FF FF FF FF FF 
53.167347,2026-08-31 04:05:22.285,,,,,0,0,0,CAN=53.167347 Rx 0 $18FEF200 D 8 00 00 00 00 00 00 FF FF 
53.185061,2026-08-31 04:05:22.303,0,,,,,,,CAN=53.185061 Rx 0 $0CF00400 D 8 FF FF FF 00 00 FF FF FF 
53.205131,2026-08-31 04:05:22.323,0,,,,,,,CAN=53.205131 Rx 0 $0CF00400 D 8 FF FF FF 00 00 FF FF FF 
53.215166,2026-08-31 04:05:22.333,,0,,,,,,CAN=53.215166 Rx 0 $0CF00200 D 8 FF 00 FF FF FF FF FF FF 
53.225201,2026-08-31 04:05:22.343,0,,,,,,,CAN=53.225201 Rx 0 $0CF00400 D 8 FF FF FF 00 00 FF FF FF 
53.245267,2026-08-31 04:05:22.363,0,,,,,,,CAN=53.245267 Rx 0 $0CF00400 D 8 FF FF FF 00 00 FF FF FF 
53.265339,2026-08-31 04:05:22.383,0,,,,,,,CAN=53.265339 Rx 0 $0CF00400 D 8 FF FF FF 00 00 FF FF FF 
53.265921,2026-08-31 04:05:22.383,,0,,,,,,CAN=53.265921 Rx 0 $0CF00200 D 8 FF 00 FF FF FF FF FF FF 
53.26651,2026-08-31 04:05:22.384,,,0,,,,,CAN=53.26651 Rx 0 $18F00100 D 8 FF 00 FF FF FF FF FF FF 
53.267101,2026-08-31 04:05:22.385,,,,0,,,,CAN=53.267101 Rx 0 $18FEF100 D 8 FF 00 00 FF FF FF FF FF 
53.267695,2026-08-31 04:05:22.385,,,,,0,0,0,CAN=53.267695 Rx 0 $18FEF200 D 8 00 00 00 00 00 00 FF FF 
53.285407,2026-08-31 04:05:22.403,0,,,,,,,CAN=53.285407 Rx 0 $0CF00400 D 8 FF FF FF 00 00 FF FF FF 
53.305473,2026-08-31 04:05:22.423,0,,,,,,,CAN=53.305473 Rx 0 $0CF00400 D 8 FF FF FF 00 00 FF FF FF 
53.315515,2026-08-31 04:05:22.433,,0,,,,,,CAN=53.315515 Rx 0 $0CF00200 D 8 FF 00 FF FF FF FF FF FF 
53.325546,2026-08-31 04:05:22.443,0,,,,,,,CAN=53.325546 Rx 0 $0CF00400 D 8 FF FF FF 00 00 FF FF FF 
53.345617,2026-08-31 04:05:22.463,0,,,,,,,CAN=53.345617 Rx 0 $0CF00400 D 8 FF FF FF 00 00 FF FF FF 
53.365686,2026-08-31 04:05:22.483,0,,,,,,,CAN=53.365686 Rx 0 $0CF00400 D 8 FF FF FF 00 00 FF FF FF 
53.366268,2026-08-31 04:05:22.484,,0,,,,,,CAN=53.366268 Rx 0 $0CF00200 D 8 FF 00 FF FF FF FF FF FF 
53.366858,2026-08-31 04:05:22.484,,,0,,,,,CAN=53.366858 Rx 0 $18F00100 D 8 FF 00 FF FF FF FF FF FF 
53.367448,2026-08-31 04:05:22.485,,,,0,,,,CAN=53.367448 Rx 0 $18FEF100 D 8 FF 00 00 FF FF FF FF FF 
53.368045,2026-08-31 04:05:22.486,,,,,0,0,0,CAN=53.368045 Rx 0 $18FEF200 D 8 00 00 00 00 00 00 FF FF 
53.385755,2026-08-31 04:05:22.503,0,,,,,,,CAN=53.385755 Rx 0 $0CF00400 D 8 FF FF FF 00 00 FF FF FF 
53.405826,2026-08-31 04:05:22.523,0,,,,,,,CAN=53.405826 Rx 0 $0CF00400 D 8 FF FF FF 00 00 FF FF FF 
53.415861,2026-08-31 04:05:22.533,,0,,,,,,CAN=53.415861 Rx 0 $0CF00200 D 8 FF 00 FF FF FF FF FF FF 
53.425896,2026-08-31 04:05:22.543,0,,,,,,,CAN=53.425896 Rx 0 $0CF00400 D 8 FF FF FF 00 00 FF FF FF 
53.445966,2026-08-31 04:05:22.563,0,,,,,,,CAN=53.445966 Rx 0 $0CF00400 D 8 FF FF FF 00 00 FF FF FF 
53.466036,2026-08-31 04:05:22.584,0,,,,,,,CAN=53.466036 Rx 0 $0CF00400 D 8 FF FF FF 00 00 FF FF FF 
53.466618,2026-08-31 04:05:22.584,,0,,,,,,CAN=53.466618 Rx 0 $0CF00200 D 8 FF 00 FF FF FF FF FF FF 
53.467208,2026-08-31 04:05:22.585,,,0,,,,,CAN=53.467208 Rx 0 $18F00100 D 8 FF 00 FF FF FF FF FF FF 
53.467798,2026-08-31 04:05:22.585,,,,0,,,,CAN=53.467798 Rx 0 $18FEF100 D 8 FF 00 00 FF FF FF FF FF 
53.468393,2026-08-31 04:05:22.586,,,,,0,0,0,CAN=53.468393 Rx 0 $18FEF200 D 8 00 00 00 00 00 00 FF FF 
53.486106,2026-08-31 04:05:22.604,0,,,,,,,CAN=53.486106 Rx 0 $0CF00400 D 8 FF FF FF 00 00 FF FF FF 
53.506177,2026-08-31 04:05:22.624,0,,,,,,,CAN=53.506177 Rx 0 $0CF00400 D 8 FF FF FF 00 00 FF FF FF 
53.516216,2026-08-31 04:05:22.634,,0,,,,,,CAN=53.516216 Rx 0 $0CF00200 D 8 FF 00 FF FF FF FF FF FF 
53.526252,2026-08-31 04:05:22.644,0,,,,,,,CAN=53.526252 Rx 0 $0CF00400 D 8 FF FF FF 00 00 FF FF FF 
53.54632,2026-08-31 04:05:22.664,0,,,,,,,CAN=53.54632 Rx 0 $0CF00400 D 8 FF FF FF 00 00 FF FF FF 
53.566396,2026-08-31 04:05:22.684,0,,,,,,,CAN=53.566396 Rx 0 $0CF00400 D 8 FF FF FF 00 00 FF FF FF 
53.566978,2026-08-31 04:05:22.684,,0,,,,,,CAN=53.566978 Rx 0 $0CF00200 D 8 FF 00 FF FF FF FF FF FF 
53.567568,2026-08-31 04:05:22.685,,,0,,,,,CAN=53.567568 Rx 0 $18F00100 D 8 FF 00 FF FF FF FF FF FF 
53.568158,2026-08-31 04:05:22.686,,,,0,,,,CAN=53.568158 Rx 0 $18FEF100 D 8 FF 00 00 FF FF FF FF FF 
53.568752,2026-08-31 04:05:22.686,,,,,0,0,0,CAN=53.568752 Rx 0 $18FEF200 D 8 00 00 00 00 00 00 FF FF 
53.586467,2026-08-31 04:05:22.704,0,,,,,,,CAN=53.586467 Rx 0 $0CF00400 D 8 FF FF FF 00 00 FF FF FF 
53.606537,2026-08-31 04:05:22.724,0,,,,,,,CAN=53.606537 Rx 0 $0CF00400 D 8 FF FF FF 00 00 FF FF FF 
53.616573,2026-08-31 04:05:22.734,,0,,,,,,CAN=53.616573 Rx 0 $0CF00200 D 8 FF 00 FF FF FF FF FF FF 
53.626608,2026-08-31 04:05:22.744,0,,,,,,,CAN=53.626608 Rx 0 $0CF00400 D 8 FF FF FF 00 00 FF FF FF 
53.646677,2026-08-31 04:05:22.764,0,,,,,,,CAN=53.646677 Rx 0 $0CF00400 D 8 FF FF FF 00 00 FF FF FF 
53.666753,2026-08-31 04:05:22.784,0,,,,,,,CAN=53.666753 Rx 0 $0CF00400 D 8 FF FF FF 00 00 FF FF FF 
53.667335,2026-08-31 04:05:22.785,,0,,,,,,CAN=53.667335 Rx 0 $0CF00200 D 8 FF 00 FF FF FF FF FF FF 
53.667925,2026-08-31 04:05:22.785,,,0,,,,,CAN=53.667925 Rx 0 $18F00100 D 8 FF 00 FF FF FF FF FF FF 
53.668515,2026-08-31 04:05:22.786,,,,0,,,,CAN=53.668515 Rx 0 $18FEF100 D 8 FF 00 00 FF FF FF FF FF 
53.669109,2026-08-31 04:05:22.787,,,,,0,0,0,CAN=53.669109 Rx 0 $18FEF200 D 8 00 00 00 00 00 00 FF FF 
53.686824,2026-08-31 04:05:22.804,0,,,,,,,CAN=53.686824 Rx 0 $0CF00400 D 8 FF FF FF 00 00 FF FF FF 
53.706896,2026-08-31 04:05:22.824,0,,,,,,,CAN=53.706896 Rx 0 $0CF00400 D 8 FF FF FF 00 00 FF FF FF 
53.716932,2026-08-31 04:05:22.834,,0,,,,,,CAN=53.716932 Rx 0 $0CF00200 D 8 FF 00 FF FF FF FF FF FF 
53.726968,2026-08-31 04:05:22.844,0,,,,,,,CAN=53.726968 Rx 0 $0CF00400 D 8 FF FF FF 00 00 FF FF FF 
53.747043,2026-08-31 04:05:22.865,0,,,,,,,CAN=53.747043 Rx 0 $0CF00400 D 8 FF FF FF 00 00 FF FF FF 
53.767109,2026-08-31 04:05:22.885,0,,,,,,,CAN=53.767109 Rx 0 $0CF00400 D 8 FF FF FF 00 00 FF FF FF 
53.767691,2026-08-31 04:05:22.885,,0,,,,,,CAN=53.767691 Rx 0 $0CF00200 D 8 FF 00 FF FF FF FF FF FF 
53.768281,2026-08-31 04:05:22.886,,,0,,,,,CAN=53.768281 Rx 0 $18F00100 D 8 FF 00 FF FF FF FF FF FF 
53.768871,2026-08-31 04:05:22.886,,,,0,,,,CAN=53.768871 Rx 0 $18FEF100 D 8 FF 00 00 FF FF FF FF FF 
53.769465,2026-08-31 04:05:22.887,,,,,0,0,0,CAN=53.769465 Rx 0 $18FEF200 D 8 00 00 00 00 00 00 FF FF 
53.787179,2026-08-31 04:05:22.905,0,,,,,,,CAN=53.787179 Rx 0 $0CF00400 D 8 FF FF FF 00 00 FF FF FF 
53.807249,2026-08-31 04:05:22.925,0,,,,,,,CAN=53.807249 Rx 0 $0CF00400 D 8 FF FF FF 00 00 FF FF FF 
53.817285,2026-08-31 04:05:22.935,,0,,,,,,CAN=53.817285 Rx 0 $0CF00200 D 8 FF 00 FF FF FF FF FF FF 
53.827319,2026-08-31 04:05:22.945,0,,,,,,,CAN=53.827319 Rx 0 $0CF00400 D 8 FF FF FF 00 00 FF FF FF 
53.847389,2026-08-31 04:05:22.965,0,,,,,,,CAN=53.847389 Rx 0 $0CF00400 D 8 FF FF FF 00 00 FF FF FF 
53.867461,2026-08-31 04:05:22.985,0,,,,,,,CAN=53.867461 Rx 0 $0CF00400 D 8 FF FF FF 00 00 FF FF FF 
53.868043,2026-08-31 04:05:22.986,,0,,,,,,CAN=53.868043 Rx 0 $0CF00200 D 8 FF 00 FF FF FF FF FF FF 
53.868633,2026-08-31 04:05:22.986,,,0,,,,,CAN=53.868633 Rx 0 $18F00100 D 8 FF 00 FF FF FF FF FF FF 
53.869223,2026-08-31 04:05:22.987,,,,0,,,,CAN=53.869223 Rx 0 $18FEF100 D 8 FF 00 00 FF FF FF FF FF 
53.869817,2026-08-31 04:05:22.987,,,,,0,0,0,CAN=53.869817 Rx 0 $18FEF200 D 8 00 00 00 00 00 00 FF FF 
53.887534,2026-08-31 04:05:23.005,0,,,,,,,CAN=53.887534 Rx 0 $0CF00400 D 8 FF FF FF 00 00 FF FF FF 
53.907611,2026-08-31 04:05:23.025,0,,,,,,,CAN=53.907611 Rx 0 $0CF00400 D 8 FF FF FF 00 00 FF FF FF 
53.917648,2026-08-31 04:05:23.035,,0,,,,,,CAN=53.917648 Rx 0 $0CF00200 D 8 FF 00 FF FF FF FF FF FF 
53.927689,2026-08-31 04:05:23.045,0,,,,,,,CAN=53.927689 Rx 0 $0CF00400 D 8 FF FF FF 00 00 FF FF FF 
53.947761,2026-08-31 04:05:23.065,0,,,,,,,CAN=53.947761 Rx 0 $0CF00400 D 8 FF FF FF 00 00 FF FF FF 
53.967825,2026-08-31 04:05:23.085,0,,,,,,,CAN=53.967825 Rx 0 $0CF00400 D 8 FF FF FF 00 00 FF FF FF 
53.968407,2026-08-31 04:05:23.086,,0,,,,,,CAN=53.968407 Rx 0 $0CF00200 D 8 FF 00 FF FF FF FF FF FF 
53.968997,2026-08-31 04:05:23.086,,,0,,,,,CAN=53.968997 Rx 0 $18F00100 D 8 FF 00 FF FF FF FF FF FF 
53.969587,2026-08-31 04:05:23.087,,,,0,,,,CAN=53.969587 Rx 0 $18FEF100 D 8 FF 00 00 FF FF FF FF FF 
53.970181,2026-08-31 04:05:23.088,,,,,0,0,0,CAN=53.970181 Rx 0 $18FEF200 D 8 00 00 00 00 00 00 FF FF 
53.987905,2026-08-31 04:05:23.105,0,,,,,,,CAN=53.987905 Rx 0 $0CF00400 D 8 FF FF FF 00 00 FF FF FF 
54.007971,2026-08-31 04:05:23.125,0,,,,,,,CAN=54.007971 Rx 0 $0CF00400 D 8 FF FF FF 00 00 FF FF FF 
54.018005,2026-08-31 04:05:23.136,,0,,,,,,CAN=54.018005 Rx 0 $0CF00200 D 8 FF 00 FF FF FF FF FF FF 
54.02804,2026-08-31 04:05:23.146,0,,,,,,,CAN=54.02804 Rx 0 $0CF00400 D 8 FF FF FF 00 00 FF FF FF 
54.048115,2026-08-31 04:05:23.166,0,,,,,,,CAN=54.048115 Rx 0 $0CF00400 D 8 FF FF FF 00 00 FF FF FF 
54.068182,2026-08-31 04:05:23.186,0,,,,,,,CAN=54.068182 Rx 0 $0CF00400 D 8 FF FF FF 00 00 FF FF FF 
54.068764,2026-08-31 04:05:23.186,,0,,,,,,CAN=54.068764 Rx 0 $0CF00200 D 8 FF 00 FF FF FF FF FF FF 
54.069355,2026-08-31 04:05:23.187,,,0,,,,,CAN=54.069355 Rx 0 $18F00100 D 8 FF 00 FF FF FF FF FF FF 
54.069944,2026-08-31 04:05:23.187,,,,0,,,,CAN=54.069944 Rx 0 $18FEF100 D 8 FF 00 00 FF FF FF FF FF 
54.070538,2026-08-31 04:05:23.188,,,,,0,0,0,CAN=54.070538 Rx 0 $18FEF200 D 8 00 00 00 00 00 00 FF FF 
54.088258,2026-08-31 04:05:23.206,0,,,,,,,CAN=54.088258 Rx 0 $0CF00400 D 8 FF FF FF 00 00 FF FF FF 
54.108325,2026-08-31 04:05:23.226,0,,,,,,,CAN=54.108325 Rx 0 $0CF00400 D 8 FF FF FF 00 00 FF FF FF 
54.11836,2026-08-31 04:05:23.236,,0,,,,,,CAN=54.11836 Rx 0 $0CF00200 D 8 FF 00 FF FF FF FF FF FF 
54.128395,2026-08-31 04:05:23.246,0,,,,,,,CAN=54.128395 Rx 0 $0CF00400 D 8 FF FF FF 00 00 FF FF FF 
54.148469,2026-08-31 04:05:23.266,0,,,,,,,CAN=54.148469 Rx 0 $0CF00400 D 8 FF FF FF 00 00 FF FF FF 
54.168539,2026-08-31 04:05:23.286,0,,,,,,,CAN=54.168539 Rx 0 $0CF00400 D 8 FF FF FF 00 00 FF FF FF 
54.169121,2026-08-31 04:05:23.287,,0,,,,,,CAN=54.169121 Rx 0 $0CF00200 D 8 FF 00 FF FF FF FF FF FF 
54.169711,2026-08-31 04:05:23.287,,,0,,,,,CAN=54.169711 Rx 0 $18F00100 D 8 FF 00 FF FF FF FF FF FF 
54.170301,2026-08-31 04:05:23.288,,,,0,,,,CAN=54.170301 Rx 0 $18FEF100 D 8 FF 00 00 FF FF FF FF FF 
54.170895,2026-08-31 04:05:23.288,,,,,0,0,0,CAN=54.170895 Rx 0 $18FEF200 D 8 00 00 00 00 00 00 FF FF 
54.188609,2026-08-31 04:05:23.306,0,,,,,,,CAN=54.188609 Rx 0 $0CF00400 D 8 FF FF FF 00 00 FF FF FF 
54.208681,2026-08-31 04:05:23.326,0,,,,,,,CAN=54.208681 Rx 0 $0CF00400 D 8 FF FF FF 00 00 FF FF FF 
54.218717,2026-08-31 04:05:23.336,,0,,,,,,CAN=54.218717 Rx 0 $0CF00200 D 8 FF 00 FF FF FF FF FF FF 
54.228754,2026-08-31 04:05:23.346,0,,,,,,,CAN=54.228754 Rx 0 $0CF00400 D 8 FF FF FF 00 00 FF FF FF 
54.248831,2026-08-31 04:05:23.366,0,,,,,,,CAN=54.248831 Rx 0 $0CF00400 D 8 FF FF FF 00 00 FF FF FF 
54.2689,2026-08-31 04:05:23.386,0,,,,,,,CAN=54.2689 Rx 0 $0CF00400 D 8 FF FF FF 00 00 FF FF FF 
54.269482,2026-08-31 04:05:23.387,,0,,,,,,CAN=54.269482 Rx 0 $0CF00200 D 8 FF 00 FF FF FF FF FF FF 
54.270072,2026-08-31 04:05:23.388,,,0,,,,,CAN=54.270072 Rx 0 $18F00100 D 8 FF 00 FF FF FF FF FF FF 
54.270662,2026-08-31 04:05:23.388,,,,0,,,,CAN=54.270662 Rx 0 $18FEF100 D 8 FF 00 00 FF FF FF FF FF 
54.288975,2026-08-31 04:05:23.406,0,,,,,,,CAN=54.288975 Rx 0 $0CF00400 D 8 FF FF FF 00 00 FF FF FF 
54.309047,2026-08-31 04:05:23.427,0,,,,,,,CAN=54.309047 Rx 0 $0CF00400 D 8 FF FF FF 00 00 FF FF FF 
54.319079,2026-08-31 04:05:23.437,,0,,,,,,CAN=54.319079 Rx 0 $0CF00200 D 8 FF 00 FF FF FF FF FF FF 
54.329115,2026-08-31 04:05:23.447,0,,,,,,,CAN=54.329115 Rx 0 $0CF00400 D 8 FF FF FF 00 00 FF FF FF 
54.349188,2026-08-31 04:05:23.467,0,,,,,,,CAN=54.349188 Rx 0 $0CF00400 D 8 FF FF FF 00 00 FF FF FF 
54.369261,2026-08-31 04:05:23.487,0,,,,,,,CAN=54.369261 Rx 0 $0CF00400 D 8 FF FF FF 00 00 FF FF FF 
54.369843,2026-08-31 04:05:23.487,,0,,,,,,CAN=54.369843 Rx 0 $0CF00200 D 8 FF 00 FF FF FF FF FF FF 
54.370433,2026-08-31 04:05:23.488,,,0,,,,,CAN=54.370433 Rx 0 $18F00100 D 8 FF 00 FF FF FF FF FF FF 
54.371023,2026-08-31 04:05:23.489,,,,0,,,,CAN=54.371023 Rx 0 $18FEF100 D 8 FF 00 00 FF FF FF FF FF 
54.389332,2026-08-31 04:05:23.507,0,,,,,,,CAN=54.389332 Rx 0 $0CF00400 D 8 FF FF FF 00 00 FF FF FF 
54.409403,2026-08-31 04:05:23.527,0,,,,,,,CAN=54.409403 Rx 0 $0CF00400 D 8 FF FF FF 00 00 FF FF FF 
54.419439,2026-08-31 04:05:23.537,,0,,,,,,CAN=54.419439 Rx 0 $0CF00200 D 8 FF 00 FF FF FF FF FF FF 
54.429475,2026-08-31 04:05:23.547,0,,,,,,,CAN=54.429475 Rx 0 $0CF00400 D 8 FF FF FF 00 00 FF FF FF 
54.449548,2026-08-31 04:05:23.567,0,,,,,,,CAN=54.449548 Rx 0 $0CF00400 D 8 FF FF FF 00 00 FF FF FF 
54.46962,2026-08-31 04:05:23.587,0,,,,,,,CAN=54.46962 Rx 0 $0CF00400 D 8 FF FF FF 00 00 FF FF FF 
54.470201,2026-08-31 04:05:23.588,,0,,,,,,CAN=54.470201 Rx 0 $0CF00200 D 8 FF 00 FF FF FF FF FF FF 
54.470791,2026-08-31 04:05:23.588,,,0,,,,,CAN=54.470791 Rx 0 $18F00100 D 8 FF 00 FF FF FF FF FF FF 
