Hardware Time,Global Time\Signal,CAN1.EEC1.Engine_Speed,CAN1.EEC2.Accel_Pedal_Pos,CAN1.EBC1.Brake_Pedal_Pos,CAN1.CCVS1.Vehicle_Speed,CAN1.LFE.Engine_Fuel_Rate,CAN1.LFE.Engine_Inst_Fuel_Economy,CAN1.LFE.Engine_Avg_Fuel_Economy,Raw Data
202.400686,2026-08-31 04:07:51.518,,58.4,,,,,,CAN=202.400686 Rx 0 $0CF00200 D 8 FF 92 FF FF FF FF FF FF 
202.401271,2026-08-31 04:07:51.519,,,58.4,,,,,CAN=202.401271 Rx 0 $18F00100 D 8 FF 92 FF FF FF FF FF FF 
202.401849,2026-08-31 04:07:51.519,,,,146.88671875,,,,CAN=202.401849 Rx 0 $18FEF100 D 8 FF E3 92 FF FF FF FF FF 
202.402399,2026-08-31 04:07:51.520,,,,,1880.15,73.4453125,73.4453125,CAN=202.402399 Rx 0 $18FEF200 D 8 E3 92 E4 92 E4 92 FF FF 
202.420168,2026-08-31 04:07:51.538,4701,,,,,,,CAN=202.420168 Rx 0 $0CF00400 D 8 FF FF FF E8 92 FF FF FF 
202.440259,2026-08-31 04:07:51.558,4701.75,,,,,,,CAN=202.440259 Rx 0 $0CF00400 D 8 FF FF FF EE 92 FF FF FF 
202.450272,2026-08-31 04:07:51.568,,58.4,,,,,,CAN=202.450272 Rx 0 $0CF00200 D 8 FF 92 FF FF FF FF FF FF 
202.460321,2026-08-31 04:07:51.578,4702.375,,,,,,,CAN=202.460321 Rx 0 $0CF00400 D 8 FF FF FF F3 92 FF FF FF 
202.480416,2026-08-31 04:07:51.598,4703,,,,,,,CAN=202.480416 Rx 0 $0CF00400 D 8 FF FF FF F8 92 FF FF FF 
202.500461,2026-08-31 04:07:51.618,4703.625,,,,,,,CAN=202.500461 Rx 0 $0CF00400 D 8 FF FF FF FD 92 FF FF FF 
202.501039,2026-08-31 04:07:51.619,,58.4,,,,,,CAN=202.501039 Rx 0 $0CF00200 D 8 FF 92 FF FF FF FF FF FF 
202.501625,2026-08-31 04:07:51.619,,,58.4,,,,,CAN=202.501625 Rx 0 $18F00100 D 8 FF 92 FF FF FF FF FF FF 
202.502203,2026-08-31 04:07:51.620,,,,146.98828125,,,,CAN=202.502203 Rx 0 $18FEF100 D 8 FF FD 92 FF FF FF FF FF 
202.502769,2026-08-31 04:07:51.620,,,,,1881.45,73.49609375,73.49609375,CAN=202.502769 Rx 0 $18FEF200 D 8 FD 92 FE 92 FE 92 FF FF 
202.520561,2026-08-31 04:07:51.638,4704.25,,,,,,,CAN=202.520561 Rx 0 $0CF00400 D 8 FF FF FF 02 93 FF FF FF 
202.54061,2026-08-31 04:07:51.658,4704.875,,,,,,,CAN=202.54061 Rx 0 $0CF00400 D 8 FF FF FF 07 93 FF FF FF 
202.55067,2026-08-31 04:07:51.668,,58.4,,,,,,CAN=202.55067 Rx 0 $0CF00200 D 8 FF 92 FF FF FF FF FF FF 
202.560699,2026-08-31 04:07:51.678,4705.5,,,,,,,CAN=202.560699 Rx 0 $0CF00400 D 8 FF FF FF 0C 93 FF FF FF 
202.580755,2026-08-31 04:07:51.698,4706.25,,,,,,,CAN=202.580755 Rx 0 $0CF00400 D 8 FF FF FF 12 93 FF FF FF 
202.600836,2026-08-31 04:07:51.718,4706.875,,,,,,,CAN=202.600836 Rx 0 $0CF00400 D 8 FF FF FF 17 93 FF FF FF 
202.601426,2026-08-31 04:07:51.719,,58.8,,,,,,CAN=202.601426 Rx 0 $0CF00200 D 8 FF 93 FF FF FF FF FF FF 
202.602008,2026-08-31 04:07:51.720,,,58.8,,,,,CAN=202.602008 Rx 0 $18F00100 D 8 FF 93 FF FF FF FF FF FF 
202.602582,2026-08-31 04:07:51.720,,,,147.08984375,,,,CAN=202.602582 Rx 0 $18FEF100 D 8 FF 17 93 FF FF FF FF FF 
202.60314,2026-08-31 04:07:51.721,,,,,1882.75,73.544921875,73.544921875,CAN=202.60314 Rx 0 $18FEF200 D 8 17 93 17 93 17 93 FF FF 
202.62091,2026-08-31 04:07:51.738,4707.5,,,,,,,CAN=202.62091 Rx 0 $0CF00400 D 8 FF FF FF 1C 93 FF FF FF 
202.641,2026-08-31 04:07:51.759,4708.125,,,,,,,CAN=202.641 Rx 0 $0CF00400 D 8 FF FF FF 21 93 FF FF FF 
202.651053,2026-08-31 04:07:51.769,,58.8,,,,,,CAN=202.651053 Rx 0 $0CF00200 D 8 FF 93 FF FF FF FF FF FF 
202.661074,2026-08-31 04:07:51.779,4708.75,,,,,,,CAN=202.661074 Rx 0 $0CF00400 D 8 FF FF FF 26 93 FF FF FF 
202.68112,2026-08-31 04:07:51.799,4709.375,,,,,,,CAN=202.68112 Rx 0 $0CF00400 D 8 FF FF FF 2B 93 FF FF FF 
202.701211,2026-08-31 04:07:51.819,4710,,,,,,,CAN=202.701211 Rx 0 $0CF00400 D 8 FF FF FF 30 93 FF FF FF 
202.7018,2026-08-31 04:07:51.819,,58.8,,,,,,CAN=202.7018 Rx 0 $0CF00200 D 8 FF 93 FF FF FF FF FF FF 
202.702383,2026-08-31 04:07:51.820,,,58.8,,,,,CAN=202.702383 Rx 0 $18F00100 D 8 FF 93 FF FF FF FF FF FF 
202.702957,2026-08-31 04:07:51.820,,,,147.1875,,,,CAN=202.702957 Rx 0 $18FEF100 D 8 FF 30 93 FF FF FF FF FF 
202.703514,2026-08-31 04:07:51.821,,,,,1884,73.595703125,73.595703125,CAN=202.703514 Rx 0 $18FEF200 D 8 30 93 31 93 31 93 FF FF 
202.72128,2026-08-31 04:07:51.839,4710.75,,,,,,,CAN=202.72128 Rx 0 $0CF00400 D 8 FF FF FF 36 93 FF FF FF 
202.741374,2026-08-31 04:07:51.859,4711.375,,,,,,,CAN=202.741374 Rx 0 $0CF00400 D 8 FF FF FF 3B 93 FF FF FF 
202.751423,2026-08-31 04:07:51.869,,58.8,,,,,,CAN=202.751423 Rx 0 $0CF00200 D 8 FF 93 FF FF FF FF FF FF 
202.761444,2026-08-31 04:07:51.879,4712,,,,,,,CAN=202.761444 Rx 0 $0CF00400 D 8 FF FF FF 40 93 FF FF FF 
202.781494,2026-08-31 04:07:51.899,4712.625,,,,,,,CAN=202.781494 Rx 0 $0CF00400 D 8 FF FF FF 45 93 FF FF FF 
202.801573,2026-08-31 04:07:51.919,4713.25,,,,,,,CAN=202.801573 Rx 0 $0CF00400 D 8 FF FF FF 4A 93 FF FF FF 
202.802163,2026-08-31 04:07:51.920,,58.8,,,,,,CAN=202.802163 Rx 0 $0CF00200 D 8 FF 93 FF FF FF FF FF FF 
202.802745,2026-08-31 04:07:51.920,,,58.8,,,,,CAN=202.802745 Rx 0 $18F00100 D 8 FF 93 FF FF FF FF FF FF 
202.803324,2026-08-31 04:07:51.921,,,,147.2890625,,,,CAN=202.803324 Rx 0 $18FEF100 D 8 FF 4A 93 FF FF FF FF FF 
202.803873,2026-08-31 04:07:51.921,,,,,1885.3,73.646484375,73.646484375,CAN=202.803873 Rx 0 $18FEF200 D 8 4A 93 4B 93 4B 93 FF FF 
202.821647,2026-08-31 04:07:51.939,4713.875,,,,,,,CAN=202.821647 Rx 0 $0CF00400 D 8 FF FF FF 4F 93 FF FF FF 
202.84173,2026-08-31 04:07:51.959,4714.5,,,,,,,CAN=202.84173 Rx 0 $0CF00400 D 8 FF FF FF 54 93 FF FF FF 
202.851799,2026-08-31 04:07:51.969,,58.8,,,,,,CAN=202.851799 Rx 0 $0CF00200 D 8 FF 93 FF FF FF FF FF FF 
202.861796,2026-08-31 04:07:51.979,4715.25,,,,,,,CAN=202.861796 Rx 0 $0CF00400 D 8 FF FF FF 5A 93 FF FF FF 
202.88189,2026-08-31 04:07:51.999,4715.875,,,,,,,CAN=202.88189 Rx 0 $0CF00400 D 8 FF FF FF 5F 93 FF FF FF 
202.901939,2026-08-31 04:07:52.019,4716.5,,,,,,,CAN=202.901939 Rx 0 $0CF00400 D 8 FF FF FF 64 93 FF FF FF 
202.902529,2026-08-31 04:07:52.020,,58.8,,,,,,CAN=202.902529 Rx 0 $0CF00200 D 8 FF 93 FF FF FF FF FF FF 
202.903111,2026-08-31 04:07:52.021,,,58.8,,,,,CAN=202.903111 Rx 0 $18F00100 D 8 FF 93 FF FF FF FF FF FF 
202.903697,2026-08-31 04:07:52.021,,,,147.390625,,,,CAN=202.903697 Rx 0 $18FEF100 D 8 FF 64 93 FF FF FF FF FF 
202.904251,2026-08-31 04:07:52.022,,,,,1886.6,73.6953125,73.6953125,CAN=202.904251 Rx 0 $18FEF200 D 8 64 93 64 93 64 93 FF FF 
202.922007,2026-08-31 04:07:52.040,4717.125,,,,,,,CAN=202.922007 Rx 0 $0CF00400 D 8 FF FF FF 69 93 FF FF FF 
202.962156,2026-08-31 04:07:52.080,4718.375,,,,,,,CAN=202.962156 Rx 0 $0CF00400 D 8 FF FF FF 73 93 FF FF FF 
202.982232,2026-08-31 04:07:52.100,4719,,,,,,,CAN=202.982232 Rx 0 $0CF00400 D 8 FF FF FF 78 93 FF FF FF 
203.002312,2026-08-31 04:07:52.120,4719.75,,,,,,,CAN=203.002312 Rx 0 $0CF00400 D 8 FF FF FF 7E 93 FF FF FF 
203.002902,2026-08-31 04:07:52.120,,58.8,,,,,,CAN=203.002902 Rx 0 $0CF00200 D 8 FF 93 FF FF FF FF FF FF 
203.003484,2026-08-31 04:07:52.121,,,58.8,,,,,CAN=203.003484 Rx 0 $18F00100 D 8 FF 93 FF FF FF FF FF FF 
203.004062,2026-08-31 04:07:52.122,,,,147.4921875,,,,CAN=203.004062 Rx 0 $18FEF100 D 8 FF 7E 93 FF FF FF FF FF 
203.004624,2026-08-31 04:07:52.122,,,,,1887.9,73.74609375,73.74609375,CAN=203.004624 Rx 0 $18FEF200 D 8 7E 93 7E 93 7E 93 FF FF 
203.022393,2026-08-31 04:07:52.140,4720.375,,,,,,,CAN=203.022393 Rx 0 $0CF00400 D 8 FF FF FF 83 93 FF FF FF 
203.042472,2026-08-31 04:07:52.160,4721,,,,,,,CAN=203.042472 Rx 0 $0CF00400 D 8 FF FF FF 88 93 FF FF FF 
203.052509,2026-08-31 04:07:52.170,,58.8,,,,,,CAN=203.052509 Rx 0 $0CF00200 D 8 FF 93 FF FF FF FF FF FF 
203.062525,2026-08-31 04:07:52.180,4721.625,,,,,,,CAN=203.062525 Rx 0 $0CF00400 D 8 FF FF FF 8D 93 FF FF FF 
203.082623,2026-08-31 04:07:52.200,4722.25,,,,,,,CAN=203.082623 Rx 0 $0CF00400 D 8 FF FF FF 92 93 FF FF FF 
203.102673,2026-08-31 04:07:52.220,4722.875,,,,,,,CAN=203.102673 Rx 0 $0CF00400 D 8 FF FF FF 97 93 FF FF FF 
203.103263,2026-08-31 04:07:52.221,,58.8,,,,,,CAN=203.103263 Rx 0 $0CF00200 D 8 FF 93 FF FF FF FF FF FF 
203.103845,2026-08-31 04:07:52.221,,,58.8,,,,,CAN=203.103845 Rx 0 $18F00100 D 8 FF 93 FF FF FF FF FF FF 
203.104419,2026-08-31 04:07:52.222,,,,147.58984375,,,,CAN=203.104419 Rx 0 $18FEF100 D 8 FF 97 93 FF FF FF FF FF 
203.104968,2026-08-31 04:07:52.222,,,,,1889.15,73.796875,73.796875,CAN=203.104968 Rx 0 $18FEF200 D 8 97 93 98 93 98 93 FF FF 
203.122754,2026-08-31 04:07:52.240,4723.5,,,,,,,CAN=203.122754 Rx 0 $0CF00400 D 8 FF FF FF 9C 93 FF FF FF 
203.142837,2026-08-31 04:07:52.260,4724.25,,,,,,,CAN=203.142837 Rx 0 $0CF00400 D 8 FF FF FF A2 93 FF FF FF 
203.152886,2026-08-31 04:07:52.270,,58.8,,,,,,CAN=203.152886 Rx 0 $0CF00200 D 8 FF 93 FF FF FF FF FF FF 
203.162912,2026-08-31 04:07:52.280,4724.875,,,,,,,CAN=203.162912 Rx 0 $0CF00400 D 8 FF FF FF A7 93 FF FF FF 
203.182994,2026-08-31 04:07:52.300,4725.5,,,,,,,CAN=203.182994 Rx 0 $0CF00400 D 8 FF FF FF AC 93 FF FF FF 
203.203049,2026-08-31 04:07:52.321,4726.125,,,,,,,CAN=203.203049 Rx 0 $0CF00400 D 8 FF FF FF B1 93 FF FF FF 
203.203639,2026-08-31 04:07:52.321,,58.8,,,,,,CAN=203.203639 Rx 0 $0CF00200 D 8 FF 93 FF FF FF FF FF FF 
203.204222,2026-08-31 04:07:52.322,,,58.8,,,,,CAN=203.204222 Rx 0 $18F00100 D 8 FF 93 FF FF FF FF FF FF 
203.204804,2026-08-31 04:07:52.322,,,,147.69140625,,,,CAN=203.204804 Rx 0 $18FEF100 D 8 FF B1 93 FF FF FF FF FF 
203.205353,2026-08-31 04:07:52.323,,,,,1890.45,73.84765625,73.84765625,CAN=203.205353 Rx 0 $18FEF200 D 8 B1 93 B2 93 B2 93 FF FF 
203.223128,2026-08-31 04:07:52.341,4726.75,,,,,,,CAN=203.223128 Rx 0 $0CF00400 D 8 FF FF FF B6 93 FF FF FF 
203.243219,2026-08-31 04:07:52.361,4727.375,,,,,,,CAN=203.243219 Rx 0 $0CF00400 D 8 FF FF FF BB 93 FF FF FF 
203.253264,2026-08-31 04:07:52.371,,58.8,,,,,,CAN=203.253264 Rx 0 $0CF00200 D 8 FF 93 FF FF FF FF FF FF 
203.263289,2026-08-31 04:07:52.381,4728,,,,,,,CAN=203.263289 Rx 0 $0CF00400 D 8 FF FF FF C0 93 FF FF FF 
203.283343,2026-08-31 04:07:52.401,4728.625,,,,,,,CAN=203.283343 Rx 0 $0CF00400 D 8 FF FF FF C5 93 FF FF FF 
203.30342,2026-08-31 04:07:52.421,4729.375,,,,,,,CAN=203.30342 Rx 0 $0CF00400 D 8 FF FF FF CB 93 FF FF FF 
203.30401,2026-08-31 04:07:52.422,,58.8,,,,,,CAN=203.30401 Rx 0 $0CF00200 D 8 FF 93 FF FF FF FF FF FF 
203.304592,2026-08-31 04:07:52.422,,,58.8,,,,,CAN=203.304592 Rx 0 $18F00100 D 8 FF 93 FF FF FF FF FF FF 
203.305169,2026-08-31 04:07:52.423,,,,147.79296875,,,,CAN=203.305169 Rx 0 $18FEF100 D 8 FF CB 93 FF FF FF FF FF 
203.305719,2026-08-31 04:07:52.423,,,,,1891.75,73.896484375,73.896484375,CAN=203.305719 Rx 0 $18FEF200 D 8 CB 93 CB 93 CB 93 FF FF 
203.323492,2026-08-31 04:07:52.441,4730,,,,,,,CAN=203.323492 Rx 0 $0CF00400 D 8 FF FF FF D0 93 FF FF FF 
203.343579,2026-08-31 04:07:52.461,4730.625,,,,,,,CAN=203.343579 Rx 0 $0CF00400 D 8 FF FF FF D5 93 FF FF FF 
203.353608,2026-08-31 04:07:52.471,,58.8,,,,,,CAN=203.353608 Rx 0 $0CF00200 D 8 FF 93 FF FF FF FF FF FF 
203.363645,2026-08-31 04:07:52.481,4731.25,,,,,,,CAN=203.363645 Rx 0 $0CF00400 D 8 FF FF FF DA 93 FF FF FF 
203.38374,2026-08-31 04:07:52.501,4731.875,,,,,,,CAN=203.38374 Rx 0 $0CF00400 D 8 FF FF FF DF 93 FF FF FF 
203.403783,2026-08-31 04:07:52.521,4732.5,,,,,,,CAN=203.403783 Rx 0 $0CF00400 D 8 FF FF FF E4 93 FF FF FF 
203.404374,2026-08-31 04:07:52.522,,58.8,,,,,,CAN=203.404374 Rx 0 $0CF00200 D 8 FF 93 FF FF FF FF FF FF 
203.404955,2026-08-31 04:07:52.522,,,58.8,,,,,CAN=203.404955 Rx 0 $18F00100 D 8 FF 93 FF FF FF FF FF FF 
203.405534,2026-08-31 04:07:52.523,,,,147.890625,,,,CAN=203.405534 Rx 0 $18FEF100 D 8 FF E4 93 FF FF FF FF FF 
203.406092,2026-08-31 04:07:52.524,,,,,1893,73.947265625,73.947265625,CAN=203.406092 Rx 0 $18FEF200 D 8 E4 93 E5 93 E5 93 FF FF 
203.42386,2026-08-31 04:07:52.541,4733.125,,,,,,,CAN=203.42386 Rx 0 $0CF00400 D 8 FF FF FF E9 93 FF FF FF 
203.443948,2026-08-31 04:07:52.561,4733.875,,,,,,,CAN=203.443948 Rx 0 $0CF00400 D 8 FF FF FF EF 93 FF FF FF 
203.454009,2026-08-31 04:07:52.572,,58.8,,,,,,CAN=203.454009 Rx 0 $0CF00200 D 8 FF 93 FF FF FF FF FF FF 
203.46401,2026-08-31 04:07:52.582,4734.5,,,,,,,CAN=203.46401 Rx 0 $0CF00400 D 8 FF FF FF F4 93 FF FF FF 
203.484099,2026-08-31 04:07:52.602,4735.125,,,,,,,CAN=203.484099 Rx 0 $0CF00400 D 8 FF FF FF F9 93 FF FF FF 
203.504184,2026-08-31 04:07:52.622,4735.75,,,,,,,CAN=203.504184 Rx 0 $0CF00400 D 8 FF FF FF FE 93 FF FF FF 
203.504774,2026-08-31 04:07:52.622,,58.8,,,,,,CAN=203.504774 Rx 0 $0CF00200 D 8 FF 93 FF FF FF FF FF FF 
203.505356,2026-08-31 04:07:52.623,,,58.8,,,,,CAN=203.505356 Rx 0 $18F00100 D 8 FF 93 FF FF FF FF FF FF 
203.505942,2026-08-31 04:07:52.623,,,,147.9921875,,,,CAN=203.505942 Rx 0 $18FEF100 D 8 FF FE 93 FF FF FF FF FF 
203.506512,2026-08-31 04:07:52.624,,,,,1894.3,73.998046875,73.998046875,CAN=203.506512 Rx 0 $18FEF200 D 8 FE 93 FF 93 FF 93 FF FF 
203.524257,2026-08-31 04:07:52.642,4736.375,,,,,,,CAN=203.524257 Rx 0 $0CF00400 D 8 FF FF FF 03 94 FF FF FF 
203.544297,2026-08-31 04:07:52.662,4737,,,,,,,CAN=203.544297 Rx 0 $0CF00400 D 8 FF FF FF 08 94 FF FF FF 
203.554382,2026-08-31 04:07:52.672,,58.8,,,,,,CAN=203.554382 Rx 0 $0CF00200 D 8 FF 93 FF FF FF FF FF FF 
203.564399,2026-08-31 04:07:52.682,4737.625,,,,,,,CAN=203.564399 Rx 0 $0CF00400 D 8 FF FF FF 0D 94 FF FF FF 
203.584443,2026-08-31 04:07:52.702,4738.375,,,,,,,CAN=203.584443 Rx 0 $0CF00400 D 8 FF FF FF 13 94 FF FF FF 
203.604528,2026-08-31 04:07:52.722,4739,,,,,,,CAN=203.604528 Rx 0 $0CF00400 D 8 FF FF FF 18 94 FF FF FF 
203.605114,2026-08-31 04:07:52.723,,59.2,,,,,,CAN=203.605114 Rx 0 $0CF00200 D 8 FF 94 FF FF FF FF FF FF 
203.605691,2026-08-31 04:07:52.723,,,59.2,,,,,CAN=203.605691 Rx 0 $18F00100 D 8 FF 94 FF FF FF FF FF FF 
203.606273,2026-08-31 04:07:52.724,,,,148.09375,,,,CAN=203.606273 Rx 0 $18FEF100 D 8 FF 18 94 FF FF FF FF FF 
203.606839,2026-08-31 04:07:52.724,,,,,1895.6,74.046875,74.046875,CAN=203.606839 Rx 0 $18FEF200 D 8 18 94 18 94 18 94 FF FF 
203.624587,2026-08-31 04:07:52.742,4739.625,,,,,,,CAN=203.624587 Rx 0 $0CF00400 D 8 FF FF FF 1D 94 FF FF FF 
203.644679,2026-08-31 04:07:52.762,4740.25,,,,,,,CAN=203.644679 Rx 0 $0CF00400 D 8 FF FF FF 22 94 FF FF FF 
203.654728,2026-08-31 04:07:52.772,,59.2,,,,,,CAN=203.654728 Rx 0 $0CF00200 D 8 FF 94 FF FF FF FF FF FF 
203.664752,2026-08-31 04:07:52.782,4740.875,,,,,,,CAN=203.664752 Rx 0 $0CF00400 D 8 FF FF FF 27 94 FF FF FF 
203.684837,2026-08-31 04:07:52.802,4741.5,,,,,,,CAN=203.684837 Rx 0 $0CF00400 D 8 FF FF FF 2C 94 FF FF FF 
203.70489,2026-08-31 04:07:52.822,4742.125,,,,,,,CAN=203.70489 Rx 0 $0CF00400 D 8 FF FF FF 31 94 FF FF FF 
203.705476,2026-08-31 04:07:52.823,,59.2,,,,,,CAN=203.705476 Rx 0 $0CF00200 D 8 FF 94 FF FF FF FF FF FF 
203.706054,2026-08-31 04:07:52.824,,,59.2,,,,,CAN=203.706054 Rx 0 $18F00100 D 8 FF 94 FF FF FF FF FF FF 
203.706628,2026-08-31 04:07:52.824,,,,148.19140625,,,,CAN=203.706628 Rx 0 $18FEF100 D 8 FF 31 94 FF FF FF FF FF 
203.707182,2026-08-31 04:07:52.825,,,,,1896.85,74.09765625,74.09765625,CAN=203.707182 Rx 0 $18FEF200 D 8 31 94 32 94 32 94 FF FF 
203.724955,2026-08-31 04:07:52.842,4742.875,,,,,,,CAN=203.724955 Rx 0 $0CF00400 D 8 FF FF FF 37 94 FF FF FF 
203.745049,2026-08-31 04:07:52.863,4743.5,,,,,,,CAN=203.745049 Rx 0 $0CF00400 D 8 FF FF FF 3C 94 FF FF FF 
203.755094,2026-08-31 04:07:52.873,,59.2,,,,,,CAN=203.755094 Rx 0 $0CF00200 D 8 FF 94 FF FF FF FF FF FF 
203.765119,2026-08-31 04:07:52.883,4744.125,,,,,,,CAN=203.765119 Rx 0 $0CF00400 D 8 FF FF FF 41 94 FF FF FF 
203.785201,2026-08-31 04:07:52.903,4744.75,,,,,,,CAN=203.785201 Rx 0 $0CF00400 D 8 FF FF FF 46 94 FF FF FF 
203.805249,2026-08-31 04:07:52.923,4745.375,,,,,,,CAN=203.805249 Rx 0 $0CF00400 D 8 FF FF FF 4B 94 FF FF FF 
203.805835,2026-08-31 04:07:52.923,,59.2,,,,,,CAN=203.805835 Rx 0 $0CF00200 D 8 FF 94 FF FF FF FF FF FF 
203.806413,2026-08-31 04:07:52.924,,,59.2,,,,,CAN=203.806413 Rx 0 $18F00100 D 8 FF 94 FF FF FF FF FF FF 
203.806987,2026-08-31 04:07:52.924,,,,148.29296875,,,,CAN=203.806987 Rx 0 $18FEF100 D 8 FF 4B 94 FF FF FF FF FF 
203.807537,2026-08-31 04:07:52.925,,,,,1898.15,74.1484375,74.1484375,CAN=203.807537 Rx 0 $18FEF200 D 8 4B 94 4C 94 4C 94 FF FF 
203.825349,2026-08-31 04:07:52.943,4746,,,,,,,CAN=203.825349 Rx 0 $0CF00400 D 8 FF FF FF 50 94 FF FF FF 
203.845393,2026-08-31 04:07:52.963,4746.625,,,,,,,CAN=203.845393 Rx 0 $0CF00400 D 8 FF FF FF 55 94 FF FF FF 
203.855461,2026-08-31 04:07:52.973,,59.2,,,,,,CAN=203.855461 Rx 0 $0CF00200 D 8 FF 94 FF FF FF FF FF FF 
203.865457,2026-08-31 04:07:52.983,4747.375,,,,,,,CAN=203.865457 Rx 0 $0CF00400 D 8 FF FF FF 5B 94 FF FF FF 
203.885548,2026-08-31 04:07:53.003,4748,,,,,,,CAN=203.885548 Rx 0 $0CF00400 D 8 FF FF FF 60 94 FF FF FF 
203.905628,2026-08-31 04:07:53.023,4748.625,,,,,,,CAN=203.905628 Rx 0 $0CF00400 D 8 FF FF FF 65 94 FF FF FF 
203.906214,2026-08-31 04:07:53.024,,59.2,,,,,,CAN=203.906214 Rx 0 $0CF00200 D 8 FF 94 FF FF FF FF FF FF 
203.906792,2026-08-31 04:07:53.024,,,59.2,,,,,CAN=203.906792 Rx 0 $18F00100 D 8 FF 94 FF FF FF FF FF FF 
203.907366,2026-08-31 04:07:53.025,,,,148.39453125,,,,CAN=203.907366 Rx 0 $18FEF100 D 8 FF 65 94 FF FF FF FF FF 
203.90792,2026-08-31 04:07:53.025,,,,,1899.45,74.197265625,74.197265625,CAN=203.90792 Rx 0 $18FEF200 D 8 65 94 65 94 65 94 FF FF 
203.925692,2026-08-31 04:07:53.043,4749.25,,,,,,,CAN=203.925692 Rx 0 $0CF00400 D 8 FF FF FF 6A 94 FF FF FF 
203.965838,2026-08-31 04:07:53.083,4750.5,,,,,,,CAN=203.965838 Rx 0 $0CF00400 D 8 FF FF FF 74 94 FF FF FF 
203.985936,2026-08-31 04:07:53.103,4751.125,,,,,,,CAN=203.985936 Rx 0 $0CF00400 D 8 FF FF FF 79 94 FF FF FF 
204.005982,2026-08-31 04:07:53.123,4751.875,,,,,,,CAN=204.005982 Rx 0 $0CF00400 D 8 FF FF FF 7F 94 FF FF FF 
204.006568,2026-08-31 04:07:53.124,,59.2,,,,,,CAN=204.006568 Rx 0 $0CF00200 D 8 FF 94 FF FF FF FF FF FF 
204.007146,2026-08-31 04:07:53.125,,,59.2,,,,,CAN=204.007146 Rx 0 $18F00100 D 8 FF 94 FF FF FF FF FF FF 
204.007724,2026-08-31 04:07:53.125,,,,148.49609375,,,,CAN=204.007724 Rx 0 $18FEF100 D 8 FF 7F 94 FF FF FF FF FF 
204.008286,2026-08-31 04:07:53.126,,,,,1900.75,74.248046875,74.248046875,CAN=204.008286 Rx 0 $18FEF200 D 8 7F 94 7F 94 7F 94 FF FF 
204.026056,2026-08-31 04:07:53.144,4752.5,,,,,,,CAN=204.026056 Rx 0 $0CF00400 D 8 FF FF FF 84 94 FF FF FF 
204.046146,2026-08-31 04:07:53.164,4753.125,,,,,,,CAN=204.046146 Rx 0 $0CF00400 D 8 FF FF FF 89 94 FF FF FF 
204.056175,2026-08-31 04:07:53.174,,59.2,,,,,,CAN=204.056175 Rx 0 $0CF00200 D 8 FF 94 FF FF FF FF FF FF 
204.066204,2026-08-31 04:07:53.184,4753.75,,,,,,,CAN=204.066204 Rx 0 $0CF00400 D 8 FF FF FF 8E 94 FF FF FF 
204.086288,2026-08-31 04:07:53.204,4754.375,,,,,,,CAN=204.086288 Rx 0 $0CF00400 D 8 FF FF FF 93 94 FF FF FF 
204.106381,2026-08-31 04:07:53.224,4755,,,,,,,CAN=204.106381 Rx 0 $0CF00400 D 8 FF FF FF 98 94 FF FF FF 
204.106967,2026-08-31 04:07:53.224,,59.2,,,,,,CAN=204.106967 Rx 0 $0CF00200 D 8 FF 94 FF FF FF FF FF FF 
204.107545,2026-08-31 04:07:53.225,,,59.2,,,,,CAN=204.107545 Rx 0 $18F00100 D 8 FF 94 FF FF FF FF FF FF 
204.108119,2026-08-31 04:07:53.226,,,,148.59375,,,,CAN=204.108119 Rx 0 $18FEF100 D 8 FF 98 94 FF FF FF FF FF 
204.108669,2026-08-31 04:07:53.226,,,,,1902,74.298828125,74.298828125,CAN=204.108669 Rx 0 $18FEF200 D 8 98 94 99 94 99 94 FF FF 
204.126454,2026-08-31 04:07:53.244,4755.625,,,,,,,CAN=204.126454 Rx 0 $0CF00400 D 8 FF FF FF 9D 94 FF FF FF 
204.146497,2026-08-31 04:07:53.264,4756.375,,,,,,,CAN=204.146497 Rx 0 $0CF00400 D 8 FF FF FF A3 94 FF FF FF 
204.15655,2026-08-31 04:07:53.274,,59.2,,,,,,CAN=204.15655 Rx 0 $0CF00200 D 8 FF 94 FF FF FF FF FF FF 
204.166583,2026-08-31 04:07:53.284,4757,,,,,,,CAN=204.166583 Rx 0 $0CF00400 D 8 FF FF FF A8 94 FF FF FF 
204.186662,2026-08-31 04:07:53.304,4757.625,,,,,,,CAN=204.186662 Rx 0 $0CF00400 D 8 FF FF FF AD 94 FF FF FF 
204.206713,2026-08-31 04:07:53.324,4758.25,,,,,,,CAN=204.206713 Rx 0 $0CF00400 D 8 FF FF FF B2 94 FF FF FF 
204.207299,2026-08-31 04:07:53.325,,59.2,,,,,,CAN=204.207299 Rx 0 $0CF00200 D 8 FF 94 FF FF FF FF FF FF 
204.207877,2026-08-31 04:07:53.325,,,59.2,,,,,CAN=204.207877 Rx 0 $18F00100 D 8 FF 94 FF FF FF FF FF FF 
204.208451,2026-08-31 04:07:53.326,,,,148.6953125,,,,CAN=204.208451 Rx 0 $18FEF100 D 8 FF B2 94 FF FF FF FF FF 
204.209004,2026-08-31 04:07:53.327,,,,,1903.3,74.349609375,74.349609375,CAN=204.209004 Rx 0 $18FEF200 D 8 B2 94 B3 94 B3 94 FF FF 
