Hardware Time,Global Time\Signal,CAN1.EEC1.Engine_Speed,Raw Data
3.613943,2026-08-31 08:19:56.684,0,CAN=3.613943 Rx 0 $0CF00400 D 8 FF FF FF 00 00 FF FF FF 
3.623986,2026-08-31 08:19:56.694,0,CAN=3.623986 Rx 0 $0CF00400 D 8 FF FF FF 00 00 FF FF FF 
3.63402,2026-08-31 08:19:56.705,0,CAN=3.63402 Rx 0 $0CF00400 D 8 FF FF FF 00 00 FF FF FF 
3.644062,2026-08-31 08:19:56.715,0,CAN=3.644062 Rx 0 $0CF00400 D 8 FF FF FF 00 00 FF FF FF 
3.654095,2026-08-31 08:19:56.725,0,CAN=3.654095 Rx 0 $0CF00400 D 8 FF FF FF 00 00 FF FF FF 
3.664136,2026-08-31 08:19:56.735,0,CAN=3.664136 Rx 0 $0CF00400 D 8 FF FF FF 00 00 FF FF FF 
3.67417,2026-08-31 08:19:56.745,0,CAN=3.67417 Rx 0 $0CF00400 D 8 FF FF FF 00 00 FF FF FF 
3.684212,2026-08-31 08:19:56.755,0,CAN=3.684212 Rx 0 $0CF00400 D 8 FF FF FF 00 00 FF FF FF 
3.694247,2026-08-31 08:19:56.765,0,CAN=3.694247 Rx 0 $0CF00400 D 8 FF FF FF 00 00 FF FF FF 
3.704289,2026-08-31 08:19:56.775,0,CAN=3.704289 Rx 0 $0CF00400 D 8 FF FF FF 00 00 FF FF FF 
3.714323,2026-08-31 08:19:56.785,0,CAN=3.714323 Rx 0 $0CF00400 D 8 FF FF FF 00 00 FF FF FF 
3.724366,2026-08-31 08:19:56.795,0,CAN=3.724366 Rx 0 $0CF00400 D 8 FF FF FF 00 00 FF FF FF 
3.7344,2026-08-31 08:19:56.805,0,CAN=3.7344 Rx 0 $0CF00400 D 8 FF FF FF 00 00 FF FF FF 
3.744442,2026-08-31 08:19:56.815,0,CAN=3.744442 Rx 0 $0CF00400 D 8 FF FF FF 00 00 FF FF FF 
3.754479,2026-08-31 08:19:56.825,0,CAN=3.754479 Rx 0 $0CF00400 D 8 FF FF FF 00 00 FF FF FF 
3.764516,2026-08-31 08:19:56.835,0,CAN=3.764516 Rx 0 $0CF00400 D 8 FF FF FF 00 00 FF FF FF 
3.774555,2026-08-31 08:19:56.845,0,CAN=3.774555 Rx 0 $0CF00400 D 8 FF FF FF 00 00 FF FF FF 
3.784593,2026-08-31 08:19:56.855,0,CAN=3.784593 Rx 0 $0CF00400 D 8 FF FF FF 00 00 FF FF FF 
3.794631,2026-08-31 08:19:56.865,0,CAN=3.794631 Rx 0 $0CF00400 D 8 FF FF FF 00 00 FF FF FF 
3.804669,2026-08-31 08:19:56.875,0,CAN=3.804669 Rx 0 $0CF00400 D 8 FF FF FF 00 00 FF FF FF 
3.814707,2026-08-31 08:19:56.885,0,CAN=3.814707 Rx 0 $0CF00400 D 8 FF FF FF 00 00 FF FF FF 
3.824745,2026-08-31 08:19:56.895,0,CAN=3.824745 Rx 0 $0CF00400 D 8 FF FF FF 00 00 FF FF FF 
3.834783,2026-08-31 08:19:56.905,0,CAN=3.834783 Rx 0 $0CF00400 D 8 FF FF FF 00 00 FF FF FF 
3.84482,2026-08-31 08:19:56.915,0,CAN=3.84482 Rx 0 $0CF00400 D 8 FF FF FF 00 00 FF FF FF 
3.854858,2026-08-31 08:19:56.925,0,CAN=3.854858 Rx 0 $0CF00400 D 8 FF FF FF 00 00 FF FF FF 
3.864896,2026-08-31 08:19:56.935,0,CAN=3.864896 Rx 0 $0CF00400 D 8 FF FF FF 00 00 FF FF FF 
3.874934,2026-08-31 08:19:56.945,0,CAN=3.874934 Rx 0 $0CF00400 D 8 FF FF FF 00 00 FF FF FF 
3.884971,2026-08-31 08:19:56.955,0,CAN=3.884971 Rx 0 $0CF00400 D 8 FF FF FF 00 00 FF FF FF 
3.895013,2026-08-31 08:19:56.966,0,CAN=3.895013 Rx 0 $0CF00400 D 8 FF FF FF 00 00 FF FF FF 
3.905052,2026-08-31 08:19:56.976,0,CAN=3.905052 Rx 0 $0CF00400 D 8 FF FF FF 00 00 FF FF FF 
