Hardware Time,Global Time\Signal,CAN1.EEC1.Engine_Speed,CAN1.EEC2.Accel_Pedal_Pos,CAN1.CCVS1.Vehicle_Speed,CAN1.LFE.Engine_Fuel_Rate,CAN1.LFE.Engine_Inst_Fuel_Economy,Raw Data
416.2422,2026-07-22 12:01:31.264,,100,,,,CAN=416.2422 Rx 0 $0CF00300 D 8 FF FA FF FF FF FF FF FF 
416.242782,2026-07-22 12:01:31.264,,,150,,,CAN=416.242782 Rx 0 $18FEF100 D 8 FF 00 96 FF FF FF FF FF 
416.243364,2026-07-22 12:01:31.265,,,,500,30,CAN=416.243364 Rx 0 $18FEF200 D 8 10 27 00 3C FF FF FF FF 
416.291773,2026-07-22 12:01:31.313,5000,,,,,CAN=416.291773 Rx 0 $0CF00400 D 8 FF FF FF 40 9C FF FF FF 
416.292359,2026-07-22 12:01:31.314,,100,,,,CAN=416.292359 Rx 0 $0CF00300 D 8 FF FA FF FF FF FF FF FF 
416.29294,2026-07-22 12:01:31.314,,,150,,,CAN=416.29294 Rx 0 $18FEF100 D 8 FF 00 96 FF FF FF FF FF 
416.293522,2026-07-22 12:01:31.315,,,,500,30,CAN=416.293522 Rx 0 $18FEF200 D 8 10 27 00 3C FF FF FF FF 
416.341932,2026-07-22 12:01:31.363,5000,,,,,CAN=416.341932 Rx 0 $0CF00400 D 8 FF FF FF 40 9C FF FF FF 
416.342518,2026-07-22 12:01:31.364,,100,,,,CAN=416.342518 Rx 0 $0CF00300 D 8 FF FA FF FF FF FF FF FF 
416.3431,2026-07-22 12:01:31.365,,,150,,,CAN=416.3431 Rx 0 $18FEF100 D 8 FF 00 96 FF FF FF FF FF 
416.343682,2026-07-22 12:01:31.365,,,,500,30,CAN=416.343682 Rx 0 $18FEF200 D 8 10 27 00 3C FF FF FF FF 
416.392094,2026-07-22 12:01:31.414,5000,,,,,CAN=416.392094 Rx 0 $0CF00400 D 8 FF FF FF 40 9C FF FF FF 
416.39268,2026-07-22 12:01:31.414,,100,,,,CAN=416.39268 Rx 0 $0CF00300 D 8 FF FA FF FF FF FF FF FF 
416.393262,2026-07-22 12:01:31.415,,,150,,,CAN=416.393262 Rx 0 $18FEF100 D 8 FF 00 96 FF FF FF FF FF 
416.393844,2026-07-22 12:01:31.415,,,,500,30,CAN=416.393844 Rx 0 $18FEF200 D 8 10 27 00 3C FF FF FF FF 
416.442253,2026-07-22 12:01:31.464,5000,,,,,CAN=416.442253 Rx 0 $0CF00400 D 8 FF FF FF 40 9C FF FF FF 
416.442839,2026-07-22 12:01:31.464,,100,,,,CAN=416.442839 Rx 0 $0CF00300 D 8 FF FA FF FF FF FF FF FF 
416.443421,2026-07-22 12:01:31.465,,,150,,,CAN=416.443421 Rx 0 $18FEF100 D 8 FF 00 96 FF FF FF FF FF 
416.444003,2026-07-22 12:01:31.466,,,,500,30,CAN=416.444003 Rx 0 $18FEF200 D 8 10 27 00 3C FF FF FF FF 
416.492409,2026-07-22 12:01:31.514,5000,,,,,CAN=416.492409 Rx 0 $0CF00400 D 8 FF FF FF 40 9C FF FF FF 
416.492995,2026-07-22 12:01:31.514,,100,,,,CAN=416.492995 Rx 0 $0CF00300 D 8 FF FA FF FF FF FF FF FF 
416.493577,2026-07-22 12:01:31.515,,,150,,,CAN=416.493577 Rx 0 $18FEF100 D 8 FF 00 96 FF FF FF FF FF 
416.494159,2026-07-22 12:01:31.516,,,,500,30,CAN=416.494159 Rx 0 $18FEF200 D 8 10 27 00 3C FF FF FF FF 
416.542569,2026-07-22 12:01:31.564,5000,,,,,CAN=416.542569 Rx 0 $0CF00400 D 8 FF FF FF 40 9C FF FF FF 
416.543155,2026-07-22 12:01:31.565,,100,,,,CAN=416.543155 Rx 0 $0CF00300 D 8 FF FA FF FF FF FF FF FF 
416.543737,2026-07-22 12:01:31.565,,,150,,,CAN=416.543737 Rx 0 $18FEF100 D 8 FF 00 96 FF FF FF FF FF 
416.544319,2026-07-22 12:01:31.566,,,,500,30,CAN=416.544319 Rx 0 $18FEF200 D 8 10 27 00 3C FF FF FF FF 
416.592727,2026-07-22 12:01:31.614,5000,,,,,CAN=416.592727 Rx 0 $0CF00400 D 8 FF FF FF 40 9C FF FF FF 
416.593313,2026-07-22 12:01:31.615,,100,,,,CAN=416.593313 Rx 0 $0CF00300 D 8 FF FA FF FF FF FF FF FF 
416.593895,2026-07-22 12:01:31.615,,,150,,,CAN=416.593895 Rx 0 $18FEF100 D 8 FF 00 96 FF FF FF FF FF 
416.594477,2026-07-22 12:01:31.616,,,,500,30,CAN=416.594477 Rx 0 $18FEF200 D 8 10 27 00 3C FF FF FF FF 
416.642883,2026-07-22 12:01:31.664,5000,,,,,CAN=416.642883 Rx 0 $0CF00400 D 8 FF FF FF 40 9C FF FF FF 
416.643469,2026-07-22 12:01:31.665,,100,,,,CAN=416.643469 Rx 0 $0CF00300 D 8 FF FA FF FF FF FF FF FF 
416.644051,2026-07-22 12:01:31.666,,,150,,,CAN=416.644051 Rx 0 $18FEF100 D 8 FF 00 96 FF FF FF FF FF 
416.644633,2026-07-22 12:01:31.666,,,,500,30,CAN=416.644633 Rx 0 $18FEF200 D 8 10 27 00 3C FF FF FF FF 
416.693045,2026-07-22 12:01:31.715,5000,,,,,CAN=416.693045 Rx 0 $0CF00400 D 8 FF FF FF 40 9C FF FF FF 
416.693631,2026-07-22 12:01:31.715,,100,,,,CAN=416.693631 Rx 0 $0CF00300 D 8 FF FA FF FF FF FF FF FF 
416.694213,2026-07-22 12:01:31.716,,,150,,,CAN=416.694213 Rx 0 $18FEF100 D 8 FF 00 96 FF FF FF FF FF 
416.694795,2026-07-22 12:01:31.716,,,,500,30,CAN=416.694795 Rx 0 $18FEF200 D 8 10 27 00 3C FF FF FF FF 
416.743207,2026-07-22 12:01:31.765,5000,,,,,CAN=416.743207 Rx 0 $0CF00400 D 8 FF FF FF 40 9C FF FF FF 
416.743793,2026-07-22 12:01:31.765,,100,,,,CAN=416.743793 Rx 0 $0CF00300 D 8 FF FA FF FF FF FF FF FF 
416.744375,2026-07-22 12:01:31.766,,,150,,,CAN=416.744375 Rx 0 $18FEF100 D 8 FF 00 96 FF FF FF FF FF 
416.744957,2026-07-22 12:01:31.766,,,,500,30,CAN=416.744957 Rx 0 $18FEF200 D 8 10 27 00 3C FF FF FF FF 
416.793366,2026-07-22 12:01:31.815,5000,,,,,CAN=416.793366 Rx 0 $0CF00400 D 8 FF FF FF 40 9C FF FF FF 
416.793952,2026-07-22 12:01:31.815,,100,,,,CAN=416.793952 Rx 0 $0CF00300 D 8 FF FA FF FF FF FF FF FF 
416.794534,2026-07-22 12:01:31.816,,,150,,,CAN=416.794534 Rx 0 $18FEF100 D 8 FF 00 96 FF FF FF FF FF 
416.795116,2026-07-22 12:01:31.817,,,,500,30,CAN=416.795116 Rx 0 $18FEF200 D 8 10 27 00 3C FF FF FF FF 
416.843534,2026-07-22 12:01:31.865,5000,,,,,CAN=416.843534 Rx 0 $0CF00400 D 8 FF FF FF 40 9C FF FF FF 
416.844121,2026-07-22 12:01:31.866,,100,,,,CAN=416.844121 Rx 0 $0CF00300 D 8 FF FA FF FF FF FF FF FF 
416.844703,2026-07-22 12:01:31.866,,,150,,,CAN=416.844703 Rx 0 $18FEF100 D 8 FF 00 96 FF FF FF FF FF 
416.845285,2026-07-22 12:01:31.867,,,,500,30,CAN=416.845285 Rx 0 $18FEF200 D 8 10 27 00 3C FF FF FF FF 
416.893693,2026-07-22 12:01:31.915,5000,,,,,CAN=416.893693 Rx 0 $0CF00400 D 8 FF FF FF 40 9C FF FF FF 
416.894279,2026-07-22 12:01:31.916,,100,,,,CAN=416.894279 Rx 0 $0CF00300 D 8 FF FA FF FF FF FF FF FF 
416.894861,2026-07-22 12:01:31.916,,,150,,,CAN=416.894861 Rx 0 $18FEF100 D 8 FF 00 96 FF FF FF FF FF 
416.895443,2026-07-22 12:01:31.917,,,,500,30,CAN=416.895443 Rx 0 $18FEF200 D 8 10 27 00 3C FF FF FF FF 
416.943854,2026-07-22 12:01:31.965,5000,,,,,CAN=416.943854 Rx 0 $0CF00400 D 8 FF FF FF 40 9C FF FF FF 
416.94444,2026-07-22 12:01:31.966,,100,,,,CAN=416.94444 Rx 0 $0CF00300 D 8 FF FA FF FF FF FF FF FF 
416.945022,2026-07-22 12:01:31.967,,,150,,,CAN=416.945022 Rx 0 $18FEF100 D 8 FF 00 96 FF FF FF FF FF 
416.945604,2026-07-22 12:01:31.967,,,,500,30,CAN=416.945604 Rx 0 $18FEF200 D 8 10 27 00 3C FF FF FF FF 
416.994019,2026-07-22 12:01:32.016,5000,,,,,CAN=416.994019 Rx 0 $0CF00400 D 8 FF FF FF 40 9C FF FF FF 
416.994605,2026-07-22 12:01:32.016,,100,,,,CAN=416.994605 Rx 0 $0CF00300 D 8 FF FA FF FF FF FF FF FF 
416.995187,2026-07-22 12:01:32.017,,,150,,,CAN=416.995187 Rx 0 $18FEF100 D 8 FF 00 96 FF FF FF FF FF 
416.995769,2026-07-22 12:01:32.017,,,,500,30,CAN=416.995769 Rx 0 $18FEF200 D 8 10 27 00 3C FF FF FF FF 
417.044179,2026-07-22 12:01:32.066,5000,,,,,CAN=417.044179 Rx 0 $0CF00400 D 8 FF FF FF 40 9C FF FF FF 
417.044765,2026-07-22 12:01:32.066,,100,,,,CAN=417.044765 Rx 0 $0CF00300 D 8 FF FA FF FF FF FF FF FF 
417.045347,2026-07-22 12:01:32.067,,,150,,,CAN=417.045347 Rx 0 $18FEF100 D 8 FF 00 96 FF FF FF FF FF 
417.045929,2026-07-22 12:01:32.067,,,,500,30,CAN=417.045929 Rx 0 $18FEF200 D 8 10 27 00 3C FF FF FF FF 
417.094343,2026-07-22 12:01:32.116,5000,,,,,CAN=417.094343 Rx 0 $0CF00400 D 8 FF FF FF 40 9C FF FF FF 
417.094929,2026-07-22 12:01:32.116,,100,,,,CAN=417.094929 Rx 0 $0CF00300 D 8 FF FA FF FF FF FF FF FF 
417.095511,2026-07-22 12:01:32.117,,,150,,,CAN=417.095511 Rx 0 $18FEF100 D 8 FF 00 96 FF FF FF FF FF 
417.096093,2026-07-22 12:01:32.118,,,,500,30,CAN=417.096093 Rx 0 $18FEF200 D 8 10 27 00 3C FF FF FF FF 
417.144505,2026-07-22 12:01:32.166,5000,,,,,CAN=417.144505 Rx 0 $0CF00400 D 8 FF FF FF 40 9C FF FF FF 
417.145091,2026-07-22 12:01:32.167,,100,,,,CAN=417.145091 Rx 0 $0CF00300 D 8 FF FA FF FF FF FF FF FF 
417.145672,2026-07-22 12:01:32.167,,,150,,,CAN=417.145672 Rx 0 $18FEF100 D 8 FF 00 96 FF FF FF FF FF 
417.146254,2026-07-22 12:01:32.168,,,,500,30,CAN=417.146254 Rx 0 $18FEF200 D 8 10 27 00 3C FF FF FF FF 
417.194664,2026-07-22 12:01:32.216,5000,,,,,CAN=417.194664 Rx 0 $0CF00400 D 8 FF FF FF 40 9C FF FF FF 
417.19525,2026-07-22 12:01:32.217,,100,,,,CAN=417.19525 Rx 0 $0CF00300 D 8 FF FA FF FF FF FF FF FF 
417.195832,2026-07-22 12:01:32.217,,,150,,,CAN=417.195832 Rx 0 $18FEF100 D 8 FF 00 96 FF FF FF FF FF 
417.196414,2026-07-22 12:01:32.218,,,,500,30,CAN=417.196414 Rx 0 $18FEF200 D 8 10 27 00 3C FF FF FF FF 
417.244822,2026-07-22 12:01:32.266,5000,,,,,CAN=417.244822 Rx 0 $0CF00400 D 8 FF FF FF 40 9C FF FF FF 
417.245408,2026-07-22 12:01:32.267,,100,,,,CAN=417.245408 Rx 0 $0CF00300 D 8 FF FA FF FF FF FF FF FF 
417.24599,2026-07-22 12:01:32.267,,,150,,,CAN=417.24599 Rx 0 $18FEF100 D 8 FF 00 96 FF FF FF FF FF 
417.246573,2026-07-22 12:01:32.268,,,,500,30,CAN=417.246573 Rx 0 $18FEF200 D 8 10 27 00 3C FF FF FF FF 
417.294988,2026-07-22 12:01:32.316,5000,,,,,CAN=417.294988 Rx 0 $0CF00400 D 8 FF FF FF 40 9C FF FF FF 
417.295574,2026-07-22 12:01:32.317,,100,,,,CAN=417.295574 Rx 0 $0CF00300 D 8 FF FA FF FF FF FF FF FF 
417.296156,2026-07-22 12:01:32.318,,,150,,,CAN=417.296156 Rx 0 $18FEF100 D 8 FF 00 96 FF FF FF FF FF 
417.296738,2026-07-22 12:01:32.318,,,,500,30,CAN=417.296738 Rx 0 $18FEF200 D 8 10 27 00 3C FF FF FF FF 
417.345144,2026-07-22 12:01:32.367,5000,,,,,CAN=417.345144 Rx 0 $0CF00400 D 8 FF FF FF 40 9C FF FF FF 
417.34573,2026-07-22 12:01:32.367,,100,,,,CAN=417.34573 Rx 0 $0CF00300 D 8 FF FA FF FF FF FF FF FF 
417.346312,2026-07-22 12:01:32.368,,,150,,,CAN=417.346312 Rx 0 $18FEF100 D 8 FF 00 96 FF FF FF FF FF 
417.346894,2026-07-22 12:01:32.368,,,,500,30,CAN=417.346894 Rx 0 $18FEF200 D 8 10 27 00 3C FF FF FF FF 
417.395304,2026-07-22 12:01:32.417,5000,,,,,CAN=417.395304 Rx 0 $0CF00400 D 8 FF FF FF 40 9C FF FF FF 
417.39589,2026-07-22 12:01:32.417,,100,,,,CAN=417.39589 Rx 0 $0CF00300 D 8 FF FA FF FF FF FF FF FF 
417.396472,2026-07-22 12:01:32.418,,,150,,,CAN=417.396472 Rx 0 $18FEF100 D 8 FF 00 96 FF FF FF FF FF 
417.397055,2026-07-22 12:01:32.419,,,,500,30,CAN=417.397055 Rx 0 $18FEF200 D 8 10 27 00 3C FF FF FF FF 
417.445464,2026-07-22 12:01:32.467,5000,,,,,CAN=417.445464 Rx 0 $0CF00400 D 8 FF FF FF 40 9C FF FF FF 
417.44605,2026-07-22 12:01:32.468,,100,,,,CAN=417.44605 Rx 0 $0CF00300 D 8 FF FA FF FF FF FF FF FF 
417.446632,2026-07-22 12:01:32.468,,,150,,,CAN=417.446632 Rx 0 $18FEF100 D 8 FF 00 96 FF FF FF FF FF 
417.447214,2026-07-22 12:01:32.469,,,,500,30,CAN=417.447214 Rx 0 $18FEF200 D 8 10 27 00 3C FF FF FF FF 
417.495627,2026-07-22 12:01:32.517,5000,,,,,CAN=417.495627 Rx 0 $0CF00400 D 8 FF FF FF 40 9C FF FF FF 
417.496213,2026-07-22 12:01:32.518,,100,,,,CAN=417.496213 Rx 0 $0CF00300 D 8 FF FA FF FF FF FF FF FF 
417.496795,2026-07-22 12:01:32.518,,,150,,,CAN=417.496795 Rx 0 $18FEF100 D 8 FF 00 96 FF FF FF FF FF 
417.497377,2026-07-22 12:01:32.519,,,,500,30,CAN=417.497377 Rx 0 $18FEF200 D 8 10 27 00 3C FF FF FF FF 
417.545785,2026-07-22 12:01:32.567,5000,,,,,CAN=417.545785 Rx 0 $0CF00400 D 8 FF FF FF 40 9C FF FF FF 
417.546371,2026-07-22 12:01:32.568,,100,,,,CAN=417.546371 Rx 0 $0CF00300 D 8 FF FA FF FF FF FF FF FF 
417.546953,2026-07-22 12:01:32.568,,,150,,,CAN=417.546953 Rx 0 $18FEF100 D 8 FF 00 96 FF FF FF FF FF 
417.547535,2026-07-22 12:01:32.569,,,,500,30,CAN=417.547535 Rx 0 $18FEF200 D 8 10 27 00 3C FF FF FF FF 
417.595946,2026-07-22 12:01:32.617,5000,,,,,CAN=417.595946 Rx 0 $0CF00400 D 8 FF FF FF 40 9C FF FF FF 
417.596532,2026-07-22 12:01:32.618,,100,,,,CAN=417.596532 Rx 0 $0CF00300 D 8 FF FA FF FF FF FF FF FF 
417.597114,2026-07-22 12:01:32.619,,,150,,,CAN=417.597114 Rx 0 $18FEF100 D 8 FF 00 96 FF FF FF FF FF 
417.597696,2026-07-22 12:01:32.619,,,,500,30,CAN=417.597696 Rx 0 $18FEF200 D 8 10 27 00 3C FF FF FF FF 
417.646107,2026-07-22 12:01:32.668,5000,,,,,CAN=417.646107 Rx 0 $0CF00400 D 8 FF FF FF 40 9C FF FF FF 
417.646693,2026-07-22 12:01:32.668,,100,,,,CAN=417.646693 Rx 0 $0CF00300 D 8 FF FA FF FF FF FF FF FF 
417.647275,2026-07-22 12:01:32.669,,,150,,,CAN=417.647275 Rx 0 $18FEF100 D 8 FF 00 96 FF FF FF FF FF 
417.647857,2026-07-22 12:01:32.669,,,,500,30,CAN=417.647857 Rx 0 $18FEF200 D 8 10 27 00 3C FF FF FF FF 
417.696269,2026-07-22 12:01:32.718,5000,,,,,CAN=417.696269 Rx 0 $0CF00400 D 8 FF FF FF 40 9C FF FF FF 
417.696855,2026-07-22 12:01:32.718,,100,,,,CAN=417.696855 Rx 0 $0CF00300 D 8 FF FA FF FF FF FF FF FF 
417.697438,2026-07-22 12:01:32.719,,,150,,,CAN=417.697438 Rx 0 $18FEF100 D 8 FF 00 96 FF FF FF FF FF 
417.69802,2026-07-22 12:01:32.720,,,,500,30,CAN=417.69802 Rx 0 $18FEF200 D 8 10 27 00 3C FF FF FF FF 
417.746429,2026-07-22 12:01:32.768,5000,,,,,CAN=417.746429 Rx 0 $0CF00400 D 8 FF FF FF 40 9C FF FF FF 
417.747016,2026-07-22 12:01:32.769,,100,,,,CAN=417.747016 Rx 0 $0CF00300 D 8 FF FA FF FF FF FF FF FF 
417.747598,2026-07-22 12:01:32.769,,,150,,,CAN=417.747598 Rx 0 $18FEF100 D 8 FF 00 96 FF FF FF FF FF 
417.74818,2026-07-22 12:01:32.770,,,,500,30,CAN=417.74818 Rx 0 $18FEF200 D 8 10 27 00 3C FF FF FF FF 
417.796589,2026-07-22 12:01:32.818,5000,,,,,CAN=417.796589 Rx 0 $0CF00400 D 8 FF FF FF 40 9C FF FF FF 
417.797175,2026-07-22 12:01:32.819,,100,,,,CAN=417.797175 Rx 0 $0CF00300 D 8 FF FA FF FF FF FF FF FF 
417.797757,2026-07-22 12:01:32.819,,,150,,,CAN=417.797757 Rx 0 $18FEF100 D 8 FF 00 96 FF FF FF FF FF 
417.798339,2026-07-22 12:01:32.820,,,,500,30,CAN=417.798339 Rx 0 $18FEF200 D 8 10 27 00 3C FF FF FF FF 
417.846747,2026-07-22 12:01:32.868,5000,,,,,CAN=417.846747 Rx 0 $0CF00400 D 8 FF FF FF 40 9C FF FF FF 
417.847333,2026-07-22 12:01:32.869,,100,,,,CAN=417.847333 Rx 0 $0CF00300 D 8 FF FA FF FF FF FF FF FF 
417.847914,2026-07-22 12:01:32.869,,,150,,,CAN=417.847914 Rx 0 $18FEF100 D 8 FF 00 96 FF FF FF FF FF 
417.848496,2026-07-22 12:01:32.870,,,,500,30,CAN=417.848496 Rx 0 $18FEF200 D 8 10 27 00 3C FF FF FF FF 
417.89691,2026-07-22 12:01:32.918,5000,,,,,CAN=417.89691 Rx 0 $0CF00400 D 8 FF FF FF 40 9C FF FF FF 
417.897495,2026-07-22 12:01:32.919,,100,,,,CAN=417.897495 Rx 0 $0CF00300 D 8 FF FA FF FF FF FF FF FF 
417.898078,2026-07-22 12:01:32.920,,,150,,,CAN=417.898078 Rx 0 $18FEF100 D 8 FF 00 96 FF FF FF FF FF 
417.89866,2026-07-22 12:01:32.920,,,,500,30,CAN=417.89866 Rx 0 $18FEF200 D 8 10 27 00 3C FF FF FF FF 
417.947067,2026-07-22 12:01:32.969,5000,,,,,CAN=417.947067 Rx 0 $0CF00400 D 8 FF FF FF 40 9C FF FF FF 
417.947653,2026-07-22 12:01:32.969,,100,,,,CAN=417.947653 Rx 0 $0CF00300 D 8 FF FA FF FF FF FF FF FF 
417.948235,2026-07-22 12:01:32.970,,,150,,,CAN=417.948235 Rx 0 $18FEF100 D 8 FF 00 96 FF FF FF FF FF 
417.948817,2026-07-22 12:01:32.970,,,,500,30,CAN=417.948817 Rx 0 $18FEF200 D 8 10 27 00 3C FF FF FF FF 
417.997228,2026-07-22 12:01:33.019,5000,,,,,CAN=417.997228 Rx 0 $0CF00400 D 8 FF FF FF 40 9C FF FF FF 
417.997814,2026-07-22 12:01:33.019,,100,,,,CAN=417.997814 Rx 0 $0CF00300 D 8 FF FA FF FF FF FF FF FF 
417.998396,2026-07-22 12:01:33.020,,,150,,,CAN=417.998396 Rx 0 $18FEF100 D 8 FF 00 96 FF FF FF FF FF 
417.998979,2026-07-22 12:01:33.020,,,,500,30,CAN=417.998979 Rx 0 $18FEF200 D 8 10 27 00 3C FF FF FF FF 
418.047389,2026-07-22 12:01:33.069,5000,,,,,CAN=418.047389 Rx 0 $0CF00400 D 8 FF FF FF 40 9C FF FF FF 
418.047975,2026-07-22 12:01:33.069,,100,,,,CAN=418.047975 Rx 0 $0CF00300 D 8 FF FA FF FF FF FF FF FF 
418.048557,2026-07-22 12:01:33.070,,,150,,,CAN=418.048557 Rx 0 $18FEF100 D 8 FF 00 96 FF FF FF FF FF 
418.049139,2026-07-22 12:01:33.071,,,,500,30,CAN=418.049139 Rx 0 $18FEF200 D 8 10 27 00 3C FF FF FF FF 
418.097556,2026-07-22 12:01:33.119,5000,,,,,CAN=418.097556 Rx 0 $0CF00400 D 8 FF FF FF 40 9C FF FF FF 
418.098142,2026-07-22 12:01:33.120,,100,,,,CAN=418.098142 Rx 0 $0CF00300 D 8 FF FA FF FF FF FF FF FF 
418.098724,2026-07-22 12:01:33.120,,,150,,,CAN=418.098724 Rx 0 $18FEF100 D 8 FF 00 96 FF FF FF FF FF 
418.099306,2026-07-22 12:01:33.121,,,,500,30,CAN=418.099306 Rx 0 $18FEF200 D 8 10 27 00 3C FF FF FF FF 
418.147716,2026-07-22 12:01:33.169,5000,,,,,CAN=418.147716 Rx 0 $0CF00400 D 8 FF FF FF 40 9C FF FF FF 
418.148303,2026-07-22 12:01:33.170,,100,,,,CAN=418.148303 Rx 0 $0CF00300 D 8 FF FA FF FF FF FF FF FF 
418.148885,2026-07-22 12:01:33.170,,,150,,,CAN=418.148885 Rx 0 $18FEF100 D 8 FF 00 96 FF FF FF FF FF 
418.149467,2026-07-22 12:01:33.171,,,,500,30,CAN=418.149467 Rx 0 $18FEF200 D 8 10 27 00 3C FF FF FF FF 
418.197882,2026-07-22 12:01:33.219,5000,,,,,CAN=418.197882 Rx 0 $0CF00400 D 8 FF FF FF 40 9C FF FF FF 
418.198468,2026-07-22 12:01:33.220,,100,,,,CAN=418.198468 Rx 0 $0CF00300 D 8 FF FA FF FF FF FF FF FF 
418.19905,2026-07-22 12:01:33.221,,,150,,,CAN=418.19905 Rx 0 $18FEF100 D 8 FF 00 96 FF FF FF FF FF 
418.199632,2026-07-22 12:01:33.221,,,,500,30,CAN=418.199632 Rx 0 $18FEF200 D 8 10 27 00 3C FF FF FF FF 
418.248049,2026-07-22 12:01:33.270,5000,,,,,CAN=418.248049 Rx 0 $0CF00400 D 8 FF FF FF 40 9C FF FF FF 
418.248635,2026-07-22 12:01:33.270,,100,,,,CAN=418.248635 Rx 0 $0CF00300 D 8 FF FA FF FF FF FF FF FF 
418.249217,2026-07-22 12:01:33.271,,,150,,,CAN=418.249217 Rx 0 $18FEF100 D 8 FF 00 96 FF FF FF FF FF 
418.249799,2026-07-22 12:01:33.271,,,,500,30,CAN=418.249799 Rx 0 $18FEF200 D 8 10 27 00 3C FF FF FF FF 
418.298214,2026-07-22 12:01:33.320,5000,,,,,CAN=418.298214 Rx 0 $0CF00400 D 8 FF FF FF 40 9C FF FF FF 
418.2988,2026-07-22 12:01:33.320,,100,,,,CAN=418.2988 Rx 0 $0CF00300 D 8 FF FA FF FF FF FF FF FF 
418.299382,2026-07-22 12:01:33.321,,,150,,,CAN=418.299382 Rx 0 $18FEF100 D 8 FF 00 96 FF FF FF FF FF 
418.299964,2026-07-22 12:01:33.321,,,,500,30,CAN=418.299964 Rx 0 $18FEF200 D 8 10 27 00 3C FF FF FF FF 
418.348378,2026-07-22 12:01:33.370,5000,,,,,CAN=418.348378 Rx 0 $0CF00400 D 8 FF FF FF 40 9C FF FF FF 
418.348964,2026-07-22 12:01:33.370,,100,,,,CAN=418.348964 Rx 0 $0CF00300 D 8 FF FA FF FF FF FF FF FF 
418.349545,2026-07-22 12:01:33.371,,,150,,,CAN=418.349545 Rx 0 $18FEF100 D 8 FF 00 96 FF FF FF FF FF 
418.350127,2026-07-22 12:01:33.372,,,,500,30,CAN=418.350127 Rx 0 $18FEF200 D 8 10 27 00 3C FF FF FF FF 
418.39854,2026-07-22 12:01:33.420,5000,,,,,CAN=418.39854 Rx 0 $0CF00400 D 8 FF FF FF 40 9C FF FF FF 
