Hardware Time,Global Time\Signal,CAN1.EEC1.Engine_Speed,Raw Data
1.054184,2026-08-31 07:54:06.408,5922.125,CAN=1.054184 Rx 0 $0CF00400 D 8 FF FF FF 11 B9 FF FF FF 
1.061213,2026-08-31 07:54:06.415,5924,CAN=1.061213 Rx 0 $0CF00400 D 8 FF FF FF 20 B9 FF FF FF 
1.068239,2026-08-31 07:54:06.422,5925.875,CAN=1.068239 Rx 0 $0CF00400 D 8 FF FF FF 2F B9 FF FF FF 
1.075269,2026-08-31 07:54:06.429,5927.75,CAN=1.075269 Rx 0 $0CF00400 D 8 FF FF FF 3E B9 FF FF FF 
1.082288,2026-08-31 07:54:06.436,5929.625,CAN=1.082288 Rx 0 $0CF00400 D 8 FF FF FF 4D B9 FF FF FF 
1.089314,2026-08-31 07:54:06.443,5931.5,CAN=1.089314 Rx 0 $0CF00400 D 8 FF FF FF 5C B9 FF FF FF 
1.096348,2026-08-31 07:54:06.450,5933.375,CAN=1.096348 Rx 0 $0CF00400 D 8 FF FF FF 6B B9 FF FF FF 
1.103362,2026-08-31 07:54:06.457,5935.25,CAN=1.103362 Rx 0 $0CF00400 D 8 FF FF FF 7A B9 FF FF FF 
1.110396,2026-08-31 07:54:06.464,5937.125,CAN=1.110396 Rx 0 $0CF00400 D 8 FF FF FF 89 B9 FF FF FF 
1.117421,2026-08-31 07:54:06.471,5939,CAN=1.117421 Rx 0 $0CF00400 D 8 FF FF FF 98 B9 FF FF FF 
1.124447,2026-08-31 07:54:06.478,5940.875,CAN=1.124447 Rx 0 $0CF00400 D 8 FF FF FF A7 B9 FF FF FF 
1.131476,2026-08-31 07:54:06.485,5942.75,CAN=1.131476 Rx 0 $0CF00400 D 8 FF FF FF B6 B9 FF FF FF 
1.138497,2026-08-31 07:54:06.492,5944.625,CAN=1.138497 Rx 0 $0CF00400 D 8 FF FF FF C5 B9 FF FF FF 
1.145526,2026-08-31 07:54:06.499,5946.5,CAN=1.145526 Rx 0 $0CF00400 D 8 FF FF FF D4 B9 FF FF FF 
3.421963,2026-08-31 07:54:08.775,0,CAN=3.421963 Rx 0 $0CF00400 D 8 FF FF FF 00 00 FF FF FF 
3.428989,2026-08-31 07:54:08.782,0,CAN=3.428989 Rx 0 $0CF00400 D 8 FF FF FF 00 00 FF FF FF 
3.436011,2026-08-31 07:54:08.790,0,CAN=3.436011 Rx 0 $0CF00400 D 8 FF FF FF 00 00 FF FF FF 
3.443037,2026-08-31 07:54:08.797,0,CAN=3.443037 Rx 0 $0CF00400 D 8 FF FF FF 00 00 FF FF FF 
3.450062,2026-08-31 07:54:08.804,0,CAN=3.450062 Rx 0 $0CF00400 D 8 FF FF FF 00 00 FF FF FF 
3.457092,2026-08-31 07:54:08.811,0,CAN=3.457092 Rx 0 $0CF00400 D 8 FF FF FF 00 00 FF FF FF 
3.464118,2026-08-31 07:54:08.818,0,CAN=3.464118 Rx 0 $0CF00400 D 8 FF FF FF 00 00 FF FF FF 
3.47114,2026-08-31 07:54:08.825,0,CAN=3.47114 Rx 0 $0CF00400 D 8 FF FF FF 00 00 FF FF FF 
3.478169,2026-08-31 07:54:08.832,0,CAN=3.478169 Rx 0 $0CF00400 D 8 FF FF FF 00 00 FF FF FF 
3.485195,2026-08-31 07:54:08.839,0,CAN=3.485195 Rx 0 $0CF00400 D 8 FF FF FF 00 00 FF FF FF 
3.492221,2026-08-31 07:54:08.846,0,CAN=3.492221 Rx 0 $0CF00400 D 8 FF FF FF 00 00 FF FF FF 
3.499247,2026-08-31 07:54:08.853,0,CAN=3.499247 Rx 0 $0CF00400 D 8 FF FF FF 00 00 FF FF FF 
3.506273,2026-08-31 07:54:08.860,0,CAN=3.506273 Rx 0 $0CF00400 D 8 FF FF FF 00 00 FF FF FF 
3.513298,2026-08-31 07:54:08.867,0,CAN=3.513298 Rx 0 $0CF00400 D 8 FF FF FF 00 00 FF FF FF 
3.520325,2026-08-31 07:54:08.874,0,CAN=3.520325 Rx 0 $0CF00400 D 8 FF FF FF 00 00 FF FF FF 
3.527351,2026-08-31 07:54:08.881,0,CAN=3.527351 Rx 0 $0CF00400 D 8 FF FF FF 00 00 FF FF FF 
